Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
dpb-24-opn-tg,"DPB-24-OPN-TG, Double Roller Pillow Block for 1.500 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.500 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-24-OPN-TG,1360.77711,,0,continue,manual,513.84,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-24-opn_e83d818e-9624-4bef-b42a-faec1e33ede3.png?v=1704926033,1,DPB-24-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-24-opn-stg,"DPB-24-OPN-STG, Double Roller Pillow Block for 1.500 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.500 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-24-OPN-STG,1360.77711,,0,continue,manual,559.31,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-24-opn_948259b9-5202-4217-8ad7-0473f07ccca6.png?v=1704926030,1,DPB-24-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-24-opn-scptg,"DPB-24-OPN-SCPTG, Double Roller Pillow Block for 1.500 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.500 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-24-OPN-SCPTG,1360.77711,,0,continue,manual,1068.27,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-24-opn_c5e45c94-31c2-48a6-a352-c33b5152bfbf.png?v=1704926030,1,DPB-24-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-24-opn-scp,"DPB-24-OPN-SCP, Double Roller Pillow Block for 1.500 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.500 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-24-OPN-SCP,453.59237,,0,continue,manual,1009.13,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-24-opn_c825d90a-d080-4013-a032-6398567d13cf.png?v=1704926029,1,DPB-24-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-24-opn-s,"DPB-24-OPN-S, Double Roller Pillow Block for 1.500 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.500 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-24-OPN-S,1360.77711,,0,continue,manual,500.18,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-24-opn_3b4dbdb0-6b48-44d2-9138-9f16d97daf1a.png?v=1704926026,1,DPB-24-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-20-opn-tg,"DPB-20-OPN-TG, Double Roller Pillow Block for 1.250 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.250 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-20-OPN-TG,1043.262451,,0,continue,manual,431.04,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-20-opn_12c4c498-50b8-4c6a-8185-399bfe8fa30c.png?v=1704926026,1,DPB-20-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-20-opn-stg,"DPB-20-OPN-STG, Double Roller Pillow Block for 1.250 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.250 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-20-OPN-STG,1043.262451,,0,continue,manual,469.18,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-20-opn_d3dbec54-09cb-4f0f-b224-97b792b78c39.png?v=1704926025,1,DPB-20-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-20-opn-scptg,"DPB-20-OPN-SCPTG, Double Roller Pillow Block for 1.250 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.250 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-20-OPN-SCPTG,453.59237,,0,continue,manual,897.26,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-20-opn_4e4f0b46-834d-42e0-9104-2abe1600ebe5.png?v=1704926005,1,DPB-20-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-20-opn-scp,"DPB-20-OPN-SCP, Double Roller Pillow Block for 1.250 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.250 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-20-OPN-SCP,453.59237,,0,continue,manual,847.67,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-20-opn_6495c8a3-85a9-4c36-baf4-1d22aca70c11.png?v=1704926004,1,DPB-20-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-20-opn-s,"DPB-20-OPN-S, Double Roller Pillow Block for 1.250 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.250 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-20-OPN-S,1043.262451,,0,continue,manual,419.59,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-20-opn_d5fcdc0f-206b-409e-9440-a2a55afd45c1.png?v=1704926005,1,DPB-20-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-16-opn-sss,"DPB-16-OPN-SSS, PLBLK, 16 RLR DBL OPN SC SST","",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-16-OPN-SSS,0.0,,0,continue,manual,0.00,,true,true,,,,,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-16-opn-ss,"DPB-16-OPN-SS, PLBLK, 16 RLR DBL OPN SST","",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-16-OPN-SS,0.0,,0,continue,manual,665.11,,true,true,,,,,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-16-opn-s-lcl,"DPB-16-OPN-S-LCL, Double Roller Pillow Block for 1.000 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.000 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-16-OPN-S-LCL,544.310844,,0,continue,manual,460.80,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-16-opn_0951646c-e7be-456d-8d46-fd0bdf443b6c.png?v=1704926001,1,DPB-16-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-16-opn-scp,"DPB-16-OPN-SCP, Double Roller Pillow Block for 1.000 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.000 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-16-OPN-SCP,453.59237,,0,continue,manual,661.31,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-16-opn_55b5bf49-8cde-465a-862f-d0204c7b0568.png?v=1704926001,1,DPB-16-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-16-opn-s,"DPB-16-OPN-S, Double Roller Pillow Block for 1.000 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 1.000 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-16-OPN-S,544.310844,,0,continue,manual,304.28,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-16-opn_e24a6a3a-e3ba-4fe6-a5fe-322f4b892f9a.png?v=1704926000,1,DPB-16-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-12-opn-slcl,"DPB-12-OPN-SLCL, Double Roller Pillow Block for 0.750 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 0.750 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-12-OPN-SLCL,453.59237,,0,continue,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-12-opn_7364c349-dbb7-45fb-a179-86e6b44a19e0.png?v=1704925997,1,DPB-12-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-12-opn-sht,"DPB-12-OPN-SHT, Double Roller Pillow Block for 0.750 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 0.750 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-12-OPN-SHT,453.59237,,0,continue,manual,323.07,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-12-opn_57a57c25-2c49-4c12-b41f-6ca606f8bbe0.png?v=1704925997,1,DPB-12-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-12-opn-s,"DPB-12-OPN-S, Double Roller Pillow Block for 0.750 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 0.750 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-12-OPN-S,362.873896,,0,continue,manual,279.82,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-12-opn_ea1a1877-b599-4fb5-9942-be0c7b6c04d1.png?v=1704925996,1,DPB-12-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-10-opn-s,"DPB-10-OPN-S, Double Roller Pillow Block for 0.625 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 0.625 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-10-OPN-S,317.514659,,0,continue,manual,268.91,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-10-opn_9d11032e-154a-4f38-934a-04efbc6d095c.png?v=1704925993,1,DPB-10-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-08-opn-sht,"DPB-08-OPN-SHT, Double Roller Pillow Block for 0.500 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 0.500 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,DPB-08-OPN-SHT,453.59237,,0,continue,manual,364.32,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-08-opn_3af74109-9af4-45a3-9081-3471cff94772.png?v=1704925993,1,DPB-08-OPN,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
dpb-08-opn-s,"DPB-08-OPN-S, Double Roller Pillow Block for 0.500 in Shaft Diameter","<ul>
<li>Double Roller Pillow Block for 0.500 in Shaft Diameter</li>
<li>Open bearing style</li>
</ul>",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,DPB-08-OPN-S,226.796185,,0,continue,manual,315.55,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-08-opn-s.png?v=1704918515,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
dpb-08-opn-s,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-08-opn_4aca42e6-ee9a-4cc7-9397-79248cadffc6.png?v=1704925537,2,DPB-08-OPN,,,,,,,,,,,,,,,,,,,,,,,,,
dpb-08-opn-s,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/dpb-08-opn_676ff497-92b5-4b8f-a888-4dfa60385d2f.png?v=1704925691,3,DPB-08-OPN,,,,,,,,,,,,,,,,,,,,,,,,,
cfg-d626f610ea,Configured Product MR20-2000-4,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,MR20-2000-4,1097.6935354,,0,continue,manual,478.89,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/GST-MR.png?v=1704882072,1,Configured Product MR20-2000-4,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-05d80264fd,Configured Product LSR1002T-0325-UCF-NNN-NNN-N,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,LSR1002T-0325-UCF-NNN-NNN-N,453.59237,,0,continue,manual,87.27,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/TmpImg.png?v=1704497945,1,Configured Product LSR1002T-0325-UCF-NNN-NNN-N,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-d593e7dff2,Configured Product SRA24-048000-SL,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,SRA24-048000-SL,15726.0474679,,0,continue,manual,826.98,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/SRAT_72c0500e-bf01-4bd8-99fc-b99822a7b846.jpg?v=1704472666,1,Configured Product SRA24-048000-SL,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-1ac5d1150f,Configured Product RR18-014000/RRS18PWx2,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,RR18-014000/RRS18PWx2,898.1128926,,0,continue,manual,376.96,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/CRT-RRI_888d02a0-7bf1-482a-a684-5612ca933fdf.png?v=1704472098,1,Configured Product RR18-014000/RRS18PWx2,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-0904ff5554,Configured Product RR18-010000/RRS18PW,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,RR18-010000/RRS18PW,544.310844,,0,continue,manual,199.65,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/CRT-RRI.png?v=1704471742,1,Configured Product RR18-010000/RRS18PW,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-b56e61ead5,Configured Product RRL34R-013780-R1/RRL34C-A3-019A-C0,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,RRL34R-013780-R1/RRL34C-A3-019A-C0,539.7749203,,-4,continue,manual,390.77,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/CRT-RRL.png?v=1704396039,1,Configured Product RRL34R-013780-R1/RRL34C-A3-019A-C0,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-51d5bdc4b2,Configured Product CR20R-0280/CR20MCA,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,CR20R-0280/CR20MCA,453.59237,,-4,continue,manual,89.46,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/CRT-COMM.png?v=1704395328,1,Configured Product CR20R-0280/CR20MCA,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-f80432c519,Configured Product FLRS16E,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,FLRS16E,453.59237,,0,continue,manual,125.99,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/PlainBearing-FL.jpg?v=1704292853,1,Configured Product FLRS16E,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-f6b70eb633,Configured Product MTB080D-1000-19B12,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,MTB080D-1000-19B12,97979526.2278756,,0,continue,manual,2797.57,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/MT.jpg?v=1703882947,1,Configured Product MTB080D-1000-19B12,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-ac6b4fd02f,Configured Product MR15LS145AHSKBL1,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,MR15LS145AHSKBL1,453.59237,,0,continue,manual,469.90,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/MR_2c0133f9-408e-4e6c-8b4b-78f2edd3259e.jpg?v=1703882830,1,Configured Product MR15LS145AHSKBL1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-0edc30930f,Configured Product FM25DUW,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,FM25DUW,453.59237,,0,continue,manual,79.35,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/PlainBearing-FM.jpg?v=1703801719,1,Configured Product FM25DUW,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-41286860ee,Configured Product RPM16SF,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,RPM16SF,453.59237,,0,continue,manual,186.62,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/RollerBearing.jpg?v=1703801419,1,Configured Product RPM16SF,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-9d96dd4256,Configured Product D125-012000-1,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,D125-012000-1,5220.8481787,,0,continue,manual,580.64,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/GST-D.png?v=1703801345,1,Configured Product D125-012000-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-096f6e78bd,Configured Product DL125MN-058000-1,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,DL125MN-058000-1,18121.0151815,,0,continue,manual,2875.75,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/UniGuide_8ad4c3d6-f0d4-4613-b205-89ece5a31286.png?v=1703801340,1,Configured Product DL125MN-058000-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-4475527819,Configured Product MR15LS457AH00001,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,MR15LS457AH00001,453.59237,,0,continue,manual,411.80,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/MR.jpg?v=1703801331,1,Configured Product MR15LS457AH00001,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-c8fa06c720,Configured Product PB08,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,PB08,453.59237,,0,continue,manual,53.83,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/P.jpg?v=1703801031,1,Configured Product PB08,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-708f0dc8a1,Configured Product CFG-708F0DC8A1-SRA,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,CFG-708F0DC8A1-SRA,14746.2879487,,0,continue,manual,775.30,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/SRAT.jpg?v=1703800659,1,Configured Product CFG-708F0DC8A1-SRA,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-06ed6f706d,Configured Product D075M1-045000-1,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,D075M1-045000-1,3324.8320721,,0,continue,manual,1234.10,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/UniGuide.png?v=1703797703,1,Configured Product D075M1-045000-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
cfg-2f716a252e,Configured Product PLA055C-01ACX-0685-1CD2I,,PBC Linear,,Configured,"",true,Title,Default Title,,,,,PLA055C-01ACX-0685-1CD2I,4962.3005278,,0,continue,manual,2107.22,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/files/PL.jpg?v=1703710906,1,Configured Product PLA055C-01ACX-0685-1CD2I,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
fl08q,FL08Q,"",PBC Linear,,"","",true,Title,Default Title,,,,,"",22.6796185,,0,deny,manual,19.46,,true,true,"",https://cdn.shopify.com/s/files/1/0670/9808/3549/files/FL_Closed_Inch_Main_3045b69b-b1d2-4025-8ef7-4cc04eff7ea9.jpg?v=1700577683,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pac2247-072-000,PAC2247-072.000,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PAC2247-072.000,453.59237,,0,continue,manual,143.63,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2247-0072_59d768c1-d3a0-4b53-a292-557db1b0f7f5.png?v=1700159473,1,PAC2247-072.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pac2247-048-000,PAC2247-048.000,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PAC2247-048.000,453.59237,,0,continue,manual,102.72,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2247-0048_4060f58f-052a-4466-b176-602771ff7291.png?v=1700159471,1,PAC2247-048.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pac2247-024-000,PAC2247-024.000,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PAC2247-024.000,453.59237,,0,continue,manual,61.80,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2247-0024_aaeb79a3-af06-4134-a4c3-88087467674a.png?v=1700159469,1,PAC2247-024.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pac2247-012-000,PAC2247-012.000,"",PBC Linear,Business & Industrial,"","",false,Title,Default Title,,,,,PAC2247-012.000,453.59237,,0,continue,manual,9999999.00,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2247-0012_c5774f5f-7d38-4a14-b4be-0140f6f3ec86.png?v=1700159467,1,PAC2247-012.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,draft
pac2245-072-000,PAC2245-072.000,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PAC2245-072.000,9071.8474,,-8,continue,manual,110.32,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2245-0072_3cb03454-f2b5-44fa-9304-7283e725a176.png?v=1700159465,1,PAC2245-072.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pac2245-048-000,PAC2245-048.000,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PAC2245-048.000,6803.88555,,0,continue,manual,80.51,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2245-0048_2b9e030c-3683-4225-be03-a26811fc950b.png?v=1700159463,1,PAC2245-048.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pac2245-024-000,PAC2245-024.000,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PAC2245-024.000,3628.73896,,-3,continue,manual,50.70,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2245-0024_4d55ebe2-247d-4dff-a272-3fc2098f63b1.png?v=1700159461,1,PAC2245-024.000,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pac2245-012-000,PAC2245-012.000,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,PAC2245-012.000,2267.96185,,0,continue,manual,35.79,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/pac2245-0012_e59482fa-1af7-4c19-b99b-d50f6232e35e.png?v=1700159459,1,PAC2245-012.00,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ivtabk-1200-000-a20a0-1,IVTABK-1200-000-A20A0-1,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,IVTABK-1200-000-A20A0-1,453.59237,,0,continue,manual,1641.62,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ivtabk-1200-00-a20a0-1.png?v=1699906361,1,IVTABK-1200-000-A20A0-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ivtabk-0800-000-a20a0-1,IVTABK-0800-000-A20A0-1,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,IVTABK-0800-000-A20A0-1,12387.6076247,,0,continue,manual,1254.76,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ivtabk-0800-00-a20a0-1.png?v=1699906359,1,IVTABK-0800-000-A20A0-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ivtabk-0400-000-a20a0-1,IVTABK-0400-000-A20A0-1,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,IVTABK-0400-000-A20A0-1,8341.5636843,,0,continue,manual,867.89,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ivtabk-0400-00-a20a0-1.png?v=1699906357,1,IVTABK-0400-000-A20A0-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ivtaaw-1200-000-a20a0-1,IVTAAW-1200-000-A20A0-1,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,IVTAAW-1200-000-A20A0-1,3533.4845623,,0,continue,manual,437.66,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ivtaaw-1200-00-a20a0-1.png?v=1699906355,1,IVTAAW-1200-000-A20A0-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ivtaaw-0800-000-a20a0-1,IVTAAW-0800-000-A20A0-1,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,IVTAAW-0800-000-A20A0-1,2871.2397021,,-2,continue,manual,377.08,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ivtaaw-0800-00-a20a0-1.png?v=1699906353,1,IVTAAW-0800-000-A20A0-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ivtaaw-0400-000-a20a0-1,IVTAAW-0400-000-A20A0-1,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,IVTAAW-0400-000-A20A0-1,2204.4589182,,0,continue,manual,316.51,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ivtaaw-0400-00-a20a0-1.png?v=1699906352,1,IVTAAW-0400-000-A20A0-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
ivtaaq-1600-000-a20a0-1,IVTAAQ-1600-000-A20A0-1,"",PBC Linear,Business & Industrial,"","",true,Title,Default Title,,,,,IVTAAQ-1600-000-A20A0-1,8386.9229213,,0,continue,manual,776.63,,true,true,,https://cdn.shopify.com/s/files/1/0670/9808/3549/products/ivtaaq-1600-00-a20a0-1.png?v=1699906350,1,IVTAAQ-1600-000-A20A0-1,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
